blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,lat,lng,postal
143,LOR 2 TOA PAYOH,30,2000,Y,N,N,N,N,N,TP,183,0,0,0,107,76,0,0,0,0,0,0,0,1.33627721077055,103.84652087842,319640
143,MARSILING RD,4,1984,Y,N,N,N,N,N,WL,16,0,0,0,16,0,0,0,0,0,0,0,0,1.44113188409293,103.781556204271,NIL
143,MEI LING ST,13,1993,Y,N,N,Y,N,N,QT,75,0,0,0,39,36,0,0,0,0,0,0,0,1.29429873804507,103.803235729356,NIL
143,PASIR RIS ST 11,11,1993,Y,N,N,N,N,N,PRC,78,0,0,0,41,37,0,0,0,0,0,0,0,1.364996254077,103.958510674424,NIL
143,PETIR RD,12,1987,Y,N,N,N,N,N,BP,132,0,0,66,66,0,0,0,0,0,0,0,0,1.37482144174585,103.771091373899,NIL
143,POTONG PASIR AVE 2,17,1983,Y,Y,N,Y,N,N,TP,156,0,0,80,68,8,0,0,0,0,0,0,0,1.33290761070926,103.866168849371,350143
143,RIVERVALE DR,17,1998,Y,N,N,Y,N,N,SK,96,0,0,0,0,0,96,0,0,0,0,0,0,1.39006592833714,103.905723427087,540143
143,SERANGOON NTH AVE 1,13,1986,Y,N,N,N,N,N,SGN,120,0,0,0,78,42,0,0,0,0,0,0,0,1.36647168216406,103.873251885182,NIL
28A,KELANTAN RD,1,2003,N,N,N,N,N,Y,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30557852324342,103.856335969109,NIL
143,TAMPINES ST 12,11,1983,Y,Y,N,N,N,N,TAP,80,0,0,0,12,68,0,0,0,0,0,0,0,1.34994755953407,103.94507043944,NIL
143,TECK WHYE LANE,2,1988,N,Y,N,N,N,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37967876455409,103.752429704009,NIL
143,YISHUN RING RD,4,1984,Y,N,N,N,N,N,YS,32,0,0,24,8,0,0,0,0,0,0,0,0,1.42612719073754,103.832079231115,NIL
143A,RIVERVALE DR,1,1999,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38728387346242,103.904561457359,NIL
144,BEDOK RESERVOIR RD,4,1986,Y,N,N,N,N,N,BD,48,0,0,32,16,0,0,0,0,0,0,0,0,1.33701921598054,103.921576589266,NIL
144,BISHAN ST 12,9,1987,Y,N,N,Y,N,N,BH,96,0,0,0,56,40,0,0,0,0,0,0,0,1.34593563508849,103.853311673446,570144
144,BT BATOK WEST AVE 6,4,1983,Y,N,N,N,N,N,BB,30,0,0,20,8,2,0,0,0,0,0,0,0,1.35346045250941,103.743092625734,NIL
144,JLN BT MERAH,11,1981,Y,N,N,Y,N,N,BM,100,0,0,80,20,0,0,0,0,0,0,0,0,1.28441925029097,103.814960183751,159463
144,LOR 2 TOA PAYOH,30,2000,Y,N,N,N,N,N,TP,183,0,0,0,107,76,0,0,0,0,0,0,0,1.33627721077055,103.84652087842,319640
144,LOR AH SOO,13,1984,Y,N,N,N,N,N,HG,80,0,0,0,0,0,80,0,0,0,0,0,0,1.35150294387918,103.884979522125,NIL
144,PASIR RIS ST 11,10,1993,Y,N,N,N,N,N,PRC,62,0,0,0,36,26,0,0,0,0,0,0,0,1.364996254077,103.958510674424,NIL
144,PETIR RD,4,1987,Y,N,N,N,N,N,BP,24,0,0,0,0,0,24,0,0,0,0,0,0,1.37482144174585,103.771091373899,NIL
144,POTONG PASIR AVE 2,4,1983,Y,N,N,N,N,N,TP,32,0,0,0,32,0,0,0,0,0,0,0,0,1.33236208921084,103.867186107868,NIL
144,RIVERVALE DR,17,1998,Y,N,N,Y,N,N,SK,131,0,0,0,34,97,0,0,0,0,0,0,0,1.38728387346242,103.904561457359,NIL
144,SERANGOON NTH AVE 1,13,1985,Y,N,N,N,N,N,SGN,96,0,0,0,96,0,0,0,0,0,0,0,0,1.36647168216406,103.873251885182,NIL
144,SIMEI ST 2,4,1987,Y,N,N,N,N,N,TAP,8,0,0,0,0,0,8,0,0,0,0,0,0,1.34464138704688,103.955105956512,NIL
144,TAMPINES ST 12,11,1984,Y,Y,N,N,N,N,TAP,153,0,0,46,106,0,0,0,0,0,0,1,0,1.34994755953407,103.94507043944,NIL
144,TECK WHYE LANE,16,1988,Y,Y,N,N,N,N,CCK,45,0,0,0,15,30,0,0,0,0,0,0,0,1.37967876455409,103.752429704009,NIL
144,WOODLANDS ST 13,4,1985,Y,N,N,N,N,N,WL,32,0,0,0,0,0,0,0,0,0,0,0,32,1.43487477610291,103.777633328701,NIL
144,YISHUN ST 11,4,1984,Y,N,N,N,N,N,YS,32,0,0,24,8,0,0,0,0,0,0,0,0,1.43217892492412,103.832680760359,NIL
145,BEDOK RESERVOIR RD,13,1986,Y,N,N,N,N,N,BD,72,0,0,0,0,0,72,0,0,0,0,0,0,1.33701921598054,103.921576589266,NIL
145,BISHAN ST 11,10,1986,Y,N,N,Y,N,N,BH,115,0,0,0,74,41,0,0,0,0,0,0,0,1.34659522863916,103.852211441352,NIL
145,BT BATOK ST 11,4,1983,Y,N,N,N,N,N,BB,48,0,0,39,8,0,0,0,0,0,0,1,0,1.34898932894479,103.743470324013,NIL
145,JLN BT MERAH,9,1981,Y,N,N,N,N,N,BM,79,0,0,62,16,0,1,0,0,0,0,0,0,1.28441925029097,103.814960183751,159463
145,LOR AH SOO,13,1983,Y,N,N,N,N,N,HG,80,0,0,0,0,0,80,0,0,0,0,0,0,1.35150294387918,103.884979522125,NIL
145,LOR 2 TOA PAYOH,40,2005,Y,N,N,N,N,N,TP,234,0,0,0,195,39,0,0,0,0,0,0,0,1.33627721077055,103.84652087842,319640
145,MEI LING ST,12,1994,Y,N,N,Y,N,N,QT,51,0,0,0,32,19,0,0,0,0,0,0,0,1.29429873804507,103.803235729356,NIL
145,PASIR RIS ST 11,9,1993,Y,N,N,N,N,N,PRC,48,0,0,0,10,38,0,0,0,0,0,0,0,1.364996254077,103.958510674424,NIL
145,PETIR RD,4,1987,Y,N,N,N,N,N,BP,28,0,0,0,22,6,0,0,0,0,0,0,0,1.37482144174585,103.771091373899,NIL
145,POTONG PASIR AVE 2,17,1984,Y,N,N,N,N,N,TP,156,0,0,80,68,8,0,0,0,0,0,0,0,1.33236208921084,103.867186107868,NIL
145,RIVERVALE DR,17,1998,Y,N,N,Y,N,N,SK,131,0,0,0,34,97,0,0,0,0,0,0,0,1.38728387346242,103.904561457359,NIL
145,SERANGOON NTH AVE 1,4,1985,Y,N,N,N,N,N,SGN,40,0,0,0,28,12,0,0,0,0,0,0,0,1.36647168216406,103.873251885182,NIL
145,SIMEI ST 2,11,1987,Y,N,N,Y,N,N,TAP,80,0,0,0,34,46,0,0,0,0,0,0,0,1.34464138704688,103.955105956512,NIL
145,TAMPINES ST 12,11,1984,Y,N,N,N,N,N,TAP,160,0,0,49,110,0,0,0,0,0,0,1,0,1.34994755953407,103.94507043944,NIL
145,TECK WHYE AVE,2,1988,N,Y,N,N,N,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38132515030788,103.753694685231,NIL
145,WOODLANDS ST 13,12,1984,Y,N,N,N,N,N,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,1.43487477610291,103.777633328701,NIL
145,YISHUN ST 11,12,1984,Y,Y,N,Y,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,1.43217892492412,103.832680760359,NIL
145A,BEDOK RESERVOIR RD,4,2017,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33701921598054,103.921576589266,NIL
146,BEDOK RESERVOIR RD,13,1986,Y,N,N,N,N,N,BD,124,0,0,0,82,42,0,0,0,0,0,0,0,1.33701921598054,103.921576589266,NIL
146,BISHAN ST 11,10,1987,Y,N,N,N,N,N,BH,109,0,0,0,70,39,0,0,0,0,0,0,0,1.34659522863916,103.852211441352,NIL
146,BT BATOK WEST AVE 6,12,1983,Y,N,N,Y,N,N,BB,130,0,0,106,22,0,2,0,0,0,0,0,0,1.35346045250941,103.743092625734,NIL
146,GANGSA RD,9,1988,Y,N,N,N,N,N,BP,88,0,0,0,60,28,0,0,0,0,0,0,0,1.37799957789118,103.766343558833,NIL
146,JLN BT MERAH,13,1981,Y,Y,N,N,N,N,BM,177,0,0,129,45,2,1,0,0,0,0,0,0,1.28441925029097,103.814960183751,159463
146,LOR 2 TOA PAYOH,40,2005,Y,N,N,N,N,N,TP,234,0,0,0,195,39,0,0,0,0,0,0,0,1.33627721077055,103.84652087842,319640
146,MEI LING ST,22,1994,Y,N,N,N,N,N,QT,84,0,0,0,0,84,0,0,0,0,0,0,0,1.29429873804507,103.803235729356,NIL
146,PASIR RIS ST 11,11,1993,Y,N,N,N,N,N,PRC,77,0,0,0,30,47,0,0,0,0,0,0,0,1.364996254077,103.958510674424,NIL
146,POTONG PASIR AVE 1,4,1985,Y,Y,N,N,N,N,TP,43,0,0,22,17,0,0,0,0,0,0,4,0,1.33483139184342,103.867055478907,NIL
146,RIVERVALE DR,17,1998,Y,N,N,Y,N,N,SK,131,0,0,0,34,97,0,0,0,0,0,0,0,1.38728387346242,103.904561457359,NIL
146,SERANGOON NTH AVE 1,13,1986,Y,N,N,N,N,N,SGN,96,0,0,0,96,0,0,0,0,0,0,0,0,1.36647168216406,103.873251885182,NIL
146,SIMEI ST 2,11,1988,Y,N,N,N,N,N,TAP,120,0,0,0,68,52,0,0,0,0,0,0,0,1.34464138704688,103.955105956512,NIL
146,TAMPINES AVE 5,11,1984,Y,N,N,N,N,N,TAP,78,0,0,0,0,0,78,0,0,0,0,0,0,1.35051953584191,103.941525121417,NIL
146,TECK WHYE AVE,1,1988,N,Y,N,N,N,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38132515030788,103.753694685231,NIL
146,WOODLANDS ST 13,12,1984,Y,Y,N,N,N,N,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,1.43487477610291,103.777633328701,NIL
146,YISHUN ST 11,12,1984,Y,N,N,N,N,N,YS,109,0,0,64,44,1,0,0,0,0,0,0,0,1.43217892492412,103.832680760359,NIL
146A,LOR 2 TOA PAYOH,5,2004,N,N,N,Y,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33627721077055,103.84652087842,319640
146A,PASIR RIS ST 11,1,1993,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364996254077,103.958510674424,NIL
146A,RIVERVALE CRES,5,1997,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39140907283592,103.907653640649,NIL
146A,TECK WHYE AVE,5,2017,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38132515030788,103.753694685231,NIL
147,BEDOK RESERVOIR RD,13,1986,Y,N,N,N,N,N,BD,120,0,0,0,78,42,0,0,0,0,0,0,0,1.33701921598054,103.921576589266,NIL
147,BISHAN ST 11,9,1986,Y,N,N,N,N,N,BH,80,0,0,0,52,28,0,0,0,0,0,0,0,1.34659522863916,103.852211441352,NIL
147,BT BATOK WEST AVE 6,4,1983,Y,N,N,N,N,N,BB,16,0,0,8,8,0,0,0,0,0,0,0,0,1.35346045250941,103.743092625734,NIL
147,GANGSA RD,13,1988,Y,N,N,N,N,N,BP,60,0,0,0,0,0,60,0,0,0,0,0,0,1.37799957789118,103.766343558833,NIL
147,LOR 2 TOA PAYOH,40,2004,Y,N,N,N,N,N,TP,229,0,0,0,156,73,0,0,0,0,0,0,0,1.33627721077055,103.84652087842,319640
147,MEI LING ST,8,1993,Y,N,N,Y,N,N,QT,24,0,0,0,0,0,24,0,0,0,0,0,0,1.29429873804507,103.803235729356,NIL
147,PASIR RIS ST 13,10,1993,Y,N,N,N,N,N,PRC,91,0,0,0,42,49,0,0,0,0,0,0,0,1.36342939483741,103.961928572173,NIL
147,POTONG PASIR AVE 1,2,1985,N,Y,N,N,N,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33483139184342,103.867055478907,NIL
147,RIVERVALE CRES,17,1998,Y,N,N,Y,N,N,SK,96,0,0,0,0,0,96,0,0,0,0,0,0,1.39140907283592,103.907653640649,NIL
147,SERANGOON NTH AVE 1,13,1986,Y,Y,N,N,N,N,SGN,167,0,0,95,72,0,0,0,0,0,0,0,0,1.36647168216406,103.873251885182,NIL
147,SIMEI ST 2,4,1987,Y,N,N,N,N,N,TAP,28,0,0,0,0,0,28,0,0,0,0,0,0,1.34464138704688,103.955105956512,NIL
147,SILAT AVE,4,1982,Y,Y,N,N,N,N,BM,12,0,0,8,4,0,0,0,0,0,0,0,0,1.27649447910994,103.830542939595,NIL
147,TAMPINES AVE 5,9,1984,Y,N,N,Y,N,N,TAP,92,0,0,0,0,0,92,0,0,0,0,0,0,1.35051953584191,103.941525121417,NIL
147,TECK WHYE AVE,1,2024,N,N,Y,N,N,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38132515030788,103.753694685231,NIL
147,WOODLANDS ST 13,4,1984,Y,N,N,N,N,N,WL,32,0,0,0,0,0,0,0,0,0,0,0,32,1.43487477610291,103.777633328701,NIL
147,YISHUN ST 11,12,1984,Y,N,N,N,N,N,YS,110,0,0,64,44,0,0,0,0,0,0,2,0,1.43217892492412,103.832680760359,NIL
147A,LOR 2 TOA PAYOH,1,2005,N,N,N,N,N,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33627721077055,103.84652087842,319640
147B,LOR 2 TOA PAYOH,1,2005,N,N,N,N,N,Y,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33627721077055,103.84652087842,319640
148,BEDOK RESERVOIR RD,13,1986,Y,Y,N,N,N,N,BD,120,0,0,0,120,0,0,0,0,0,0,0,0,1.33701921598054,103.921576589266,NIL
148,BISHAN ST 11,10,1987,Y,N,N,N,N,N,BH,81,0,0,18,18,0,0,45,0,0,0,0,0,1.34659522863916,103.852211441352,NIL
148,BT BATOK WEST AVE 6,12,1983,Y,N,N,Y,N,N,BB,131,0,0,108,22,1,0,0,0,0,0,0,0,1.34927162953551,103.74359094183,650148
148,GANGSA RD,12,1987,Y,N,N,N,N,N,BP,110,0,0,66,44,0,0,0,0,0,0,0,0,1.37799957789118,103.766343558833,NIL
148,LOR 1 TOA PAYOH,11,1971,Y,Y,N,N,N,N,TP,180,0,0,0,0,0,0,0,0,0,180,0,0,1.33698816679954,103.843534461049,NIL
148,MEI LING ST,25,1994,Y,N,N,N,N,N,QT,110,0,0,0,0,0,110,0,0,0,0,0,0,1.29429873804507,103.803235729356,NIL
148,PASIR RIS ST 13,8,1993,Y,N,N,Y,N,N,PRC,56,0,0,0,42,14,0,0,0,0,0,0,0,1.36342939483741,103.961928572173,NIL
148,POTONG PASIR AVE 1,4,1985,Y,Y,N,N,N,N,TP,46,0,0,32,13,0,0,0,0,0,0,1,0,1.33483139184342,103.867055478907,NIL
148,RIVERVALE CRES,16,1998,Y,N,N,N,N,N,SK,123,0,0,0,32,91,0,0,0,0,0,0,0,1.39140907283592,103.907653640649,NIL
148,SERANGOON NTH AVE 1,4,1986,Y,N,N,N,N,N,SGN,48,0,0,0,0,0,48,0,0,0,0,0,0,1.36647168216406,103.873251885182,NIL
148,SIMEI ST 1,11,1987,Y,N,N,Y,N,N,TAP,100,0,0,0,54,46,0,0,0,0,0,0,0,1.34529676014199,103.954074790868,NIL
148,SILAT AVE,13,1982,Y,Y,N,N,N,N,BM,116,0,0,89,24,1,2,0,0,0,0,0,0,1.27649447910994,103.830542939595,NIL
148,TAMPINES AVE 5,11,1984,Y,N,N,N,N,N,TAP,90,0,0,0,0,0,90,0,0,0,0,0,0,1.35051953584191,103.941525121417,NIL
148,WOODLANDS ST 13,12,1984,Y,N,N,N,N,N,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,1.43487477610291,103.777633328701,NIL
148,YISHUN ST 11,12,1984,Y,N,N,Y,N,N,YS,185,0,0,106,66,13,0,0,0,0,0,0,0,1.43217892492412,103.832680760359,NIL
148A,MEI LING ST,5,1993,N,N,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29429873804507,103.803235729356,NIL
148A,RIVERVALE CRES,1,1998,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39140907283592,103.907653640649,NIL
149,BEDOK RESERVOIR RD,13,1986,Y,N,N,N,N,N,BD,120,0,0,0,120,0,0,0,0,0,0,0,0,1.33701921598054,103.921576589266,NIL
149,BISHAN ST 11,9,1986,Y,N,N,N,N,N,BH,96,0,0,0,56,40,0,0,0,0,0,0,0,1.34659522863916,103.852211441352,NIL
149,BT BATOK WEST AVE 6,4,1983,Y,N,N,N,N,N,BB,16,0,0,4,12,0,0,0,0,0,0,0,0,1.35346045250941,103.743092625734,NIL
149,LOR 1 TOA PAYOH,11,1971,Y,N,N,Y,N,N,TP,180,0,0,0,0,0,0,0,0,0,180,0,0,1.33698816679954,103.843534461049,NIL
149,MEI LING ST,16,1993,Y,N,N,N,N,N,QT,68,0,0,0,0,0,68,0,0,0,0,0,0,1.29429873804507,103.803235729356,NIL
149,PASIR RIS ST 13,11,1993,Y,N,N,N,N,N,PRC,66,0,0,0,31,35,0,0,0,0,0,0,0,1.36342939483741,103.961928572173,NIL
149,PETIR RD,12,1987,Y,N,N,N,N,N,BP,110,0,0,65,44,0,0,0,0,0,0,1,0,1.37482144174585,103.771091373899,NIL
149,RIVERVALE CRES,17,1998,Y,N,N,N,N,N,SK,131,0,0,0,34,97,0,0,0,0,0,0,0,1.39140907283592,103.907653640649,NIL
149,SERANGOON NTH AVE 1,14,2017,Y,Y,N,N,N,N,SGN,150,0,86,0,0,0,0,0,64,0,0,0,0,1.36647168216406,103.873251885182,NIL
149,SIMEI ST 1,11,1987,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,1.34529676014199,103.954074790868,NIL
149,SILAT AVE,13,1982,Y,Y,N,N,N,N,BM,129,0,0,92,33,3,1,0,0,0,0,0,0,1.27649447910994,103.830542939595,NIL
149,TAMPINES ST 12,11,1983,Y,N,N,N,N,N,TAP,116,0,0,0,0,0,116,0,0,0,0,0,0,1.34994755953407,103.94507043944,NIL
149,TOWNER RD,6,2024,N,N,N,Y,Y,Y,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31994379159259,103.858608205431,NIL
149,WOODLANDS ST 13,12,1984,Y,N,N,N,N,N,WL,132,0,0,66,66,0,0,0,0,0,0,0,0,1.43487477610291,103.777633328701,NIL
149,YISHUN ST 11,12,1984,Y,N,N,N,N,N,YS,88,0,0,0,12,76,0,0,0,0,0,0,0,1.43217892492412,103.832680760359,NIL
149A,PASIR RIS ST 13,5,1993,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36342939483741,103.961928572173,NIL
149A,SERANGOON NTH AVE 1,5,2017,N,N,N,Y,Y,Y,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36647168216406,103.873251885182,NIL
149A,TOWNER RD,35,2024,Y,N,N,Y,N,N,KWN,201,0,0,0,201,0,0,0,0,0,0,0,0,1.31994379159259,103.858608205431,NIL
149B,PASIR RIS ST 13,1,1993,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36342939483741,103.961928572173,NIL
149B,TOWNER RD,39,2024,Y,N,N,N,N,N,KWN,243,0,0,104,139,0,0,0,0,0,0,0,0,1.31994379159259,103.858608205431,NIL
15,BEACH RD,20,1974,Y,Y,N,N,N,N,KWN,76,0,0,0,76,0,0,0,0,0,0,0,0,1.29791640665876,103.857652424567,NIL
15,BEDOK STH RD,14,1975,Y,N,N,Y,N,N,BD,182,0,0,0,182,0,0,0,0,0,0,0,0,1.3202924619721,103.937910463289,NIL
15,EUNOS CRES,16,1976,Y,N,N,N,N,N,GL,90,0,0,0,12,78,0,0,0,0,0,0,0,1.32152520135487,103.903634247689,NIL
15,FARRER PK RD,30,2002,Y,N,N,N,N,N,KWN,174,0,0,116,58,0,0,0,0,0,0,0,0,1.31802199387753,103.851593706635,219067
15,GHIM MOH RD,14,1976,Y,N,N,Y,N,N,QT,156,0,0,0,156,0,0,0,0,0,0,0,0,1.31173606846921,103.787313002276,NIL
15,HOUGANG AVE 3,16,1975,Y,Y,N,N,N,N,HG,180,0,0,0,180,0,0,0,0,0,0,0,0,1.34454464168319,103.890944357466,NIL
15,JOO SENG RD,12,1983,Y,N,N,Y,N,N,TP,150,0,0,0,150,0,0,0,0,0,0,0,0,1.33635709159867,103.881918499127,NIL
15,LOR 7 TOA PAYOH,11,1969,Y,N,N,Y,N,N,TP,258,0,0,0,0,0,0,0,0,258,0,0,0,1.3374047176853,103.856374192398,NIL
15,MARINE TER,16,1974,Y,N,N,Y,N,N,MP,270,0,10,0,0,0,0,0,0,0,260,0,0,1.30437184984083,103.914041662117,440016
15,MARSILING LANE,14,1975,Y,Y,N,Y,N,N,WL,207,0,0,205,0,1,0,0,0,0,0,1,0,1.44191492526921,103.778157094017,730015
15,ST. GEORGE'S RD,12,1984,Y,N,N,N,N,N,KWN,88,0,0,0,88,0,0,0,0,0,0,0,0,1.32340263694069,103.86163080083,320001
15,TECK WHYE LANE,13,1978,Y,N,N,Y,N,N,CCK,120,0,0,0,120,0,0,0,0,0,0,0,0,1.37967876455409,103.752429704009,NIL
15,TELOK BLANGAH CRES,16,1974,Y,N,N,Y,N,N,BM,174,0,0,168,0,6,0,0,0,0,0,0,0,1.27736813225761,103.818651524334,090011
15,TOH YI DR,4,1987,Y,N,N,N,N,N,BT,16,0,0,0,0,0,16,0,0,0,0,0,0,1.33831638203504,103.771651607123,NIL
15,UPP BOON KENG RD,16,1974,Y,N,N,N,N,N,KWN,210,0,0,0,210,0,0,0,0,0,0,0,0,1.31426821795111,103.871811927933,NIL
15A,MARINE TER,1,2004,N,N,N,N,N,Y,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30437184984083,103.914041662117,440016
150,ANG MO KIO AVE 5,12,1980,Y,N,N,N,N,N,AMK,128,0,0,102,22,2,2,0,0,0,0,0,0,1.38364375017909,103.849632969635,569815
150,BEDOK RESERVOIR RD,10,1986,Y,Y,N,N,N,N,BD,104,0,0,52,52,0,0,0,0,0,0,0,0,1.33701921598054,103.921576589266,NIL
150,BISHAN ST 11,4,1987,Y,Y,N,N,N,N,BH,27,0,0,8,19,0,0,0,0,0,0,0,0,1.34659522863916,103.852211441352,NIL
150,BT BATOK ST 11,4,1985,Y,Y,N,N,N,N,BB,28,0,0,28,0,0,0,0,0,0,0,0,0,1.34898932894479,103.743470324013,NIL
150,CORPORATION DR,4,2018,N,N,N,Y,Y,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33412822236042,103.722420154932,NIL
150,JLN TECK WHYE,16,1996,Y,Y,N,N,N,N,CCK,105,0,0,0,105,0,0,0,0,0,0,0,0,1.38000925738013,103.757522067979,NIL
150,LOR 1 TOA PAYOH,11,1971,Y,Y,N,N,N,N,TP,180,0,0,0,0,0,0,0,0,0,180,0,0,1.33698816679954,103.843534461049,NIL
150,MEI LING ST,21,1994,Y,N,N,Y,N,N,QT,109,0,0,0,0,0,109,0,0,0,0,0,0,1.29429873804507,103.803235729356,NIL
150,PASIR RIS ST 13,9,1993,Y,N,N,N,N,N,PRC,74,0,0,0,38,36,0,0,0,0,0,0,0,1.36342939483741,103.961928572173,NIL
150,PETIR RD,12,1987,Y,N,N,N,N,N,BP,110,0,0,66,44,0,0,0,0,0,0,0,0,1.37482144174585,103.771091373899,NIL
150,RIVERVALE CRES,17,2005,Y,N,N,N,N,N,SK,146,0,0,0,146,0,0,0,0,0,0,0,0,1.39140907283592,103.907653640649,NIL
150,SERANGOON NTH AVE 2,3,2001,N,N,N,N,Y,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36895738492051,103.874993813581,NIL
150,SIMEI ST 1,11,1987,Y,N,N,Y,N,N,TAP,120,0,0,0,48,72,0,0,0,0,0,0,0,1.34529676014199,103.954074790868,NIL
150,SILAT AVE,4,1982,Y,Y,N,N,N,N,BM,12,0,0,8,4,0,0,0,0,0,0,0,0,1.27649447910994,103.830542939595,NIL
150,TAMPINES ST 12,11,1983,Y,Y,N,Y,N,N,TAP,111,0,0,74,36,0,1,0,0,0,0,0,0,1.34994755953407,103.94507043944,NIL
150,TOWNER RD,2,2025,N,Y,N,Y,N,N,KWN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31994379159259,103.858608205431,NIL
150,WOODLANDS ST 13,4,1984,Y,N,N,N,N,N,WL,32,0,0,0,32,0,0,0,0,0,0,0,0,1.43487477610291,103.777633328701,NIL
150,YISHUN ST 11,12,1984,Y,Y,N,N,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,1.43217892492412,103.832680760359,NIL
150A,BISHAN ST 11,4,1987,Y,Y,N,N,N,N,BH,27,0,0,8,19,0,0,0,0,0,0,0,0,1.34659522863916,103.852211441352,NIL
150A,CORPORATION DR,20,2018,Y,N,N,N,N,N,JW,266,0,171,95,0,0,0,0,0,0,0,0,0,1.33412822236042,103.722420154932,NIL
150A,MEI CHIN RD,2,1970,N,N,N,Y,N,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29323624443735,103.802903871889,140159
151,ANG MO KIO AVE 5,12,1980,Y,Y,N,N,N,N,AMK,122,0,0,99,21,0,2,0,0,0,0,0,0,1.37731149652799,103.860485872465,NIL
151,BEDOK STH RD,5,2022,N,N,N,Y,N,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3202924619721,103.937910463289,NIL
151,BEDOK RESERVOIR RD,10,1986,Y,Y,N,N,N,N,BD,105,0,0,53,52,0,0,0,0,0,0,0,0,1.33701921598054,103.921576589266,NIL
151,BISHAN ST 11,4,1987,Y,Y,N,N,N,N,BH,34,0,0,16,18,0,0,0,0,0,0,0,0,1.34659522863916,103.852211441352,NIL
151,BT BATOK ST 11,4,1985,N,Y,N,N,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34898932894479,103.743470324013,NIL
151,JLN TECK WHYE,10,1996,Y,Y,N,Y,N,N,CCK,90,0,0,0,90,0,0,0,0,0,0,0,0,1.38000925738013,103.757522067979,NIL
151,MEI LING ST,10,1968,Y,N,N,Y,N,N,QT,196,0,0,0,0,0,0,0,0,196,0,0,0,1.29429873804507,103.803235729356,NIL
151,PASIR RIS ST 13,9,1993,Y,N,N,N,N,N,PRC,46,0,0,0,22,24,0,0,0,0,0,0,0,1.36342939483741,103.961928572173,NIL
151,PETIR RD,13,1988,Y,N,N,N,N,N,BP,60,0,0,0,0,0,60,0,0,0,0,0,0,1.37482144174585,103.771091373899,NIL
151,RIVERVALE CRES,17,2005,Y,N,N,N,N,N,SK,98,0,0,0,32,66,0,0,0,0,0,0,0,1.39140907283592,103.907653640649,NIL
151,SERANGOON NTH AVE 2,4,1985,Y,Y,N,N,N,N,SGN,89,0,0,70,18,1,0,0,0,0,0,0,0,1.36895738492051,103.874993813581,NIL
151,SIMEI ST 1,11,1987,Y,Y,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,1.34529676014199,103.954074790868,NIL
151,TAMPINES ST 12,11,1983,Y,N,N,Y,N,N,TAP,116,0,0,0,0,0,116,0,0,0,0,0,0,1.34994755953407,103.94507043944,NIL
151,WOODLANDS ST 13,12,1984,Y,N,N,N,N,N,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,1.43487477610291,103.777633328701,NIL
